 v-sweep         v(vin)          v(vout)        
 9.62000000e-01  9.62000000e-01  4.10278735e-02 
 9.63000000e-01  9.63000000e-01  4.06054539e-02 
 9.64000000e-01  9.64000000e-01  4.01864502e-02 
 9.65000000e-01  9.65000000e-01  3.97708390e-02 
 9.66000000e-01  9.66000000e-01  3.93585971e-02 
 9.67000000e-01  9.67000000e-01  3.89497015e-02 
 9.68000000e-01  9.68000000e-01  3.85441297e-02 
 9.69000000e-01  9.69000000e-01  3.81418591e-02 
 9.70000000e-01  9.70000000e-01  3.77428677e-02 
 9.71000000e-01  9.71000000e-01  3.73471335e-02 
 9.72000000e-01  9.72000000e-01  3.69546349e-02 
 9.73000000e-01  9.73000000e-01  3.65653504e-02 
 9.74000000e-01  9.74000000e-01  3.61792589e-02 
 9.75000000e-01  9.75000000e-01  3.57963394e-02 
 9.76000000e-01  9.76000000e-01  3.54165711e-02 
 9.77000000e-01  9.77000000e-01  3.50399336e-02 
 9.78000000e-01  9.78000000e-01  3.46664065e-02 
 9.79000000e-01  9.79000000e-01  3.42959699e-02 
 9.80000000e-01  9.80000000e-01  3.39286037e-02 
 9.81000000e-01  9.81000000e-01  3.35642884e-02 
 9.82000000e-01  9.82000000e-01  3.32030046e-02 
 9.83000000e-01  9.83000000e-01  3.28447329e-02 
 9.84000000e-01  9.84000000e-01  3.24894542e-02 
 9.85000000e-01  9.85000000e-01  3.21371498e-02 
 9.86000000e-01  9.86000000e-01  3.17878010e-02 
 9.87000000e-01  9.87000000e-01  3.14413892e-02 
 9.88000000e-01  9.88000000e-01  3.10978962e-02 
 9.89000000e-01  9.89000000e-01  3.07573038e-02 
 9.90000000e-01  9.90000000e-01  3.04195941e-02 
 9.91000000e-01  9.91000000e-01  3.00847493e-02 
 9.92000000e-01  9.92000000e-01  2.97527518e-02 
 9.93000000e-01  9.93000000e-01  2.94235842e-02 
 9.94000000e-01  9.94000000e-01  2.90972292e-02 
 9.95000000e-01  9.95000000e-01  2.87736696e-02 
 9.96000000e-01  9.96000000e-01  2.84528886e-02 
 9.97000000e-01  9.97000000e-01  2.81348692e-02 
 9.98000000e-01  9.98000000e-01  2.78195950e-02 
 9.99000000e-01  9.99000000e-01  2.75070493e-02 
 1.00000000e+00  1.00000000e+00  2.71972159e-02 
 1.00100000e+00  1.00100000e+00  2.68900786e-02 
 1.00200000e+00  1.00200000e+00  2.65856212e-02 
 1.00300000e+00  1.00300000e+00  2.62838279e-02 
 1.00400000e+00  1.00400000e+00  2.59846829e-02 
 1.00500000e+00  1.00500000e+00  2.56881706e-02 
 1.00600000e+00  1.00600000e+00  2.53942754e-02 
 1.00700000e+00  1.00700000e+00  2.51029820e-02 
 1.00800000e+00  1.00800000e+00  2.48142751e-02 
 1.00900000e+00  1.00900000e+00  2.45281395e-02 
 1.01000000e+00  1.01000000e+00  2.42445604e-02 
 1.01100000e+00  1.01100000e+00  2.39635228e-02 
 1.01200000e+00  1.01200000e+00  2.36850120e-02 
 1.01300000e+00  1.01300000e+00  2.34090132e-02 
 1.01400000e+00  1.01400000e+00  2.31355121e-02 
 1.01500000e+00  1.01500000e+00  2.28644941e-02 
 1.01600000e+00  1.01600000e+00  2.25959450e-02 
 1.01700000e+00  1.01700000e+00  2.23298506e-02 
 1.01800000e+00  1.01800000e+00  2.20661968e-02 
 1.01900000e+00  1.01900000e+00  2.18049696e-02 
 1.02000000e+00  1.02000000e+00  2.15461552e-02 
 1.02100000e+00  1.02100000e+00  2.12897397e-02 
 1.02200000e+00  1.02200000e+00  2.10357095e-02 
 1.02300000e+00  1.02300000e+00  2.07840511e-02 
 1.02400000e+00  1.02400000e+00  2.05347508e-02 
 1.02500000e+00  1.02500000e+00  2.02877954e-02 
 1.02600000e+00  1.02600000e+00  2.00431716e-02 
 1.02700000e+00  1.02700000e+00  1.98008661e-02 
 1.02800000e+00  1.02800000e+00  1.95608658e-02 
 1.02900000e+00  1.02900000e+00  1.93231577e-02 
 1.03000000e+00  1.03000000e+00  1.90877288e-02 
 1.03100000e+00  1.03100000e+00  1.88545663e-02 
 1.03200000e+00  1.03200000e+00  1.86236574e-02 
 1.03300000e+00  1.03300000e+00  1.83949895e-02 
 1.03400000e+00  1.03400000e+00  1.81685498e-02 
 1.03500000e+00  1.03500000e+00  1.79443258e-02 
 1.03600000e+00  1.03600000e+00  1.77223051e-02 
 1.03700000e+00  1.03700000e+00  1.75024752e-02 
 1.03800000e+00  1.03800000e+00  1.72848239e-02 
 1.03900000e+00  1.03900000e+00  1.70693389e-02 
 1.04000000e+00  1.04000000e+00  1.68560080e-02 
 1.04100000e+00  1.04100000e+00  1.66448190e-02 
 1.04200000e+00  1.04200000e+00  1.64357600e-02 
 1.04300000e+00  1.04300000e+00  1.62288190e-02 
 1.04400000e+00  1.04400000e+00  1.60239839e-02 
 1.04500000e+00  1.04500000e+00  1.58212430e-02 
 1.04600000e+00  1.04600000e+00  1.56205845e-02 
 1.04700000e+00  1.04700000e+00  1.54219965e-02 
 1.04800000e+00  1.04800000e+00  1.52254675e-02 
 1.04900000e+00  1.04900000e+00  1.50309858e-02 
 1.05000000e+00  1.05000000e+00  1.48385398e-02 
 1.05100000e+00  1.05100000e+00  1.46481179e-02 
 1.05200000e+00  1.05200000e+00  1.44597088e-02 
 1.05300000e+00  1.05300000e+00  1.42733010e-02 
 1.05400000e+00  1.05400000e+00  1.40888830e-02 
 1.05500000e+00  1.05500000e+00  1.39064437e-02 
 1.05600000e+00  1.05600000e+00  1.37259716e-02 
 1.05700000e+00  1.05700000e+00  1.35474556e-02 
 1.05800000e+00  1.05800000e+00  1.33708845e-02 
 1.05900000e+00  1.05900000e+00  1.31962470e-02 
 1.06000000e+00  1.06000000e+00  1.30235322e-02 
 1.06100000e+00  1.06100000e+00  1.28527289e-02 
 1.06200000e+00  1.06200000e+00  1.26838260e-02 
 1.06300000e+00  1.06300000e+00  1.25168127e-02 
 1.06400000e+00  1.06400000e+00  1.23516778e-02 
 1.06500000e+00  1.06500000e+00  1.21884105e-02 
 1.06600000e+00  1.06600000e+00  1.20269999e-02 
 1.06700000e+00  1.06700000e+00  1.18674351e-02 
 1.06800000e+00  1.06800000e+00  1.17097053e-02 
 1.06900000e+00  1.06900000e+00  1.15537996e-02 
 1.07000000e+00  1.07000000e+00  1.13997073e-02 
 1.07100000e+00  1.07100000e+00  1.12474176e-02 
 1.07200000e+00  1.07200000e+00  1.10969198e-02 
 1.07300000e+00  1.07300000e+00  1.09482031e-02 
 1.07400000e+00  1.07400000e+00  1.08012568e-02 
 1.07500000e+00  1.07500000e+00  1.06560704e-02 
 1.07600000e+00  1.07600000e+00  1.05126331e-02 
 1.07700000e+00  1.07700000e+00  1.03709343e-02 
 1.07800000e+00  1.07800000e+00  1.02309633e-02 
 1.07900000e+00  1.07900000e+00  1.00927096e-02 
 1.08000000e+00  1.08000000e+00  9.95616261e-03 
 1.08100000e+00  1.08100000e+00  9.82131170e-03 
 1.08200000e+00  1.08200000e+00  9.68814630e-03 
 1.08300000e+00  1.08300000e+00  9.55665587e-03 
 1.08400000e+00  1.08400000e+00  9.42682984e-03 
 1.08500000e+00  1.08500000e+00  9.29865767e-03 
 1.08600000e+00  1.08600000e+00  9.17212882e-03 
 1.08700000e+00  1.08700000e+00  9.04723276e-03 
 1.08800000e+00  1.08800000e+00  8.92395894e-03 
 1.08900000e+00  1.08900000e+00  8.80229683e-03 
 1.09000000e+00  1.09000000e+00  8.68223591e-03 
 1.09100000e+00  1.09100000e+00  8.56376563e-03 
 1.09200000e+00  1.09200000e+00  8.44687547e-03 
 1.09300000e+00  1.09300000e+00  8.33155487e-03 
 1.09400000e+00  1.09400000e+00  8.21779329e-03 
 1.09500000e+00  1.09500000e+00  8.10558018e-03 
 1.09600000e+00  1.09600000e+00  7.99490497e-03 
 1.09700000e+00  1.09700000e+00  7.88575710e-03 
 1.09800000e+00  1.09800000e+00  7.77812599e-03 
 1.09900000e+00  1.09900000e+00  7.67200103e-03 
 1.10000000e+00  1.10000000e+00  7.56737163e-03 
 1.10100000e+00  1.10100000e+00  7.46422717e-03 
 1.10200000e+00  1.10200000e+00  7.36255701e-03 
 1.10300000e+00  1.10300000e+00  7.26235049e-03 
 1.10400000e+00  1.10400000e+00  7.16359695e-03 
 1.10500000e+00  1.10500000e+00  7.06628569e-03 
 1.10600000e+00  1.10600000e+00  6.97040600e-03 
 1.10700000e+00  1.10700000e+00  6.87594715e-03 
 1.10800000e+00  1.10800000e+00  6.78289838e-03 
 1.10900000e+00  1.10900000e+00  6.69124892e-03 
 1.11000000e+00  1.11000000e+00  6.60098796e-03 
 1.11100000e+00  1.11100000e+00  6.51210466e-03 
 1.11200000e+00  1.11200000e+00  6.42458817e-03 
 1.11300000e+00  1.11300000e+00  6.33842759e-03 
 1.11400000e+00  1.11400000e+00  6.25361202e-03 
 1.11500000e+00  1.11500000e+00  6.17013051e-03 
 1.11600000e+00  1.11600000e+00  6.08797207e-03 
 1.11700000e+00  1.11700000e+00  6.00712570e-03 
 1.11800000e+00  1.11800000e+00  5.92758035e-03 
 1.11900000e+00  1.11900000e+00  5.84932495e-03 
 1.12000000e+00  1.12000000e+00  5.77234838e-03 
 1.12100000e+00  1.12100000e+00  5.69663949e-03 
 1.12200000e+00  1.12200000e+00  5.62218710e-03 
 1.12300000e+00  1.12300000e+00  5.54898000e-03 
 1.12400000e+00  1.12400000e+00  5.47700691e-03 
 1.12500000e+00  1.12500000e+00  5.40625655e-03 
 1.12600000e+00  1.12600000e+00  5.33671759e-03 
 1.12700000e+00  1.12700000e+00  5.26837865e-03 
 1.12800000e+00  1.12800000e+00  5.20122832e-03 
 1.12900000e+00  1.12900000e+00  5.13525516e-03 
 1.13000000e+00  1.13000000e+00  5.07044767e-03 
 1.13100000e+00  1.13100000e+00  5.00679433e-03 
 1.13200000e+00  1.13200000e+00  4.94428358e-03 
 1.13300000e+00  1.13300000e+00  4.88290380e-03 
 1.13400000e+00  1.13400000e+00  4.82264336e-03 
 1.13500000e+00  1.13500000e+00  4.76349058e-03 
 1.13600000e+00  1.13600000e+00  4.70543373e-03 
 1.13700000e+00  1.13700000e+00  4.64846107e-03 
 1.13800000e+00  1.13800000e+00  4.59256080e-03 
 1.13900000e+00  1.13900000e+00  4.53772109e-03 
 1.14000000e+00  1.14000000e+00  4.48393008e-03 
 1.14100000e+00  1.14100000e+00  4.43117587e-03 
 1.14200000e+00  1.14200000e+00  4.37944654e-03 
 1.14300000e+00  1.14300000e+00  4.32873013e-03 
 1.14400000e+00  1.14400000e+00  4.27901463e-03 
 1.14500000e+00  1.14500000e+00  4.23028805e-03 
 1.14600000e+00  1.14600000e+00  4.18253832e-03 
 1.14700000e+00  1.14700000e+00  4.13575338e-03 
 1.14800000e+00  1.14800000e+00  4.08992113e-03 
 1.14900000e+00  1.14900000e+00  4.04502946e-03 
 1.15000000e+00  1.15000000e+00  4.00106622e-03 
 1.15100000e+00  1.15100000e+00  3.95801927e-03 
 1.15200000e+00  1.15200000e+00  3.91587644e-03 
 1.15300000e+00  1.15300000e+00  3.87462554e-03 
 1.15400000e+00  1.15400000e+00  3.83425439e-03 
 1.15500000e+00  1.15500000e+00  3.79475079e-03 
 1.15600000e+00  1.15600000e+00  3.75610253e-03 
 1.15700000e+00  1.15700000e+00  3.71829741e-03 
 1.15800000e+00  1.15800000e+00  3.68132322e-03 
 1.15900000e+00  1.15900000e+00  3.64516778e-03 
 1.16000000e+00  1.16000000e+00  3.60981889e-03 
 1.16100000e+00  1.16100000e+00  3.57526437e-03 
 1.16200000e+00  1.16200000e+00  3.54149206e-03 
 1.16300000e+00  1.16300000e+00  3.50848980e-03 
 1.16400000e+00  1.16400000e+00  3.47624549e-03 
 1.16500000e+00  1.16500000e+00  3.44474701e-03 
 1.16600000e+00  1.16600000e+00  3.41398230e-03 
 1.16700000e+00  1.16700000e+00  3.38393933e-03 
 1.16800000e+00  1.16800000e+00  3.35460608e-03 
 1.16900000e+00  1.16900000e+00  3.32597061e-03 
 1.17000000e+00  1.17000000e+00  3.29802099e-03 
 1.17100000e+00  1.17100000e+00  3.27074537e-03 
 1.17200000e+00  1.17200000e+00  3.24413193e-03 
 1.17300000e+00  1.17300000e+00  3.21816891e-03 
 1.17400000e+00  1.17400000e+00  3.19284461e-03 
 1.17500000e+00  1.17500000e+00  3.16814741e-03 
 1.17600000e+00  1.17600000e+00  3.14406574e-03 
 1.17700000e+00  1.17700000e+00  3.12058810e-03 
 1.17800000e+00  1.17800000e+00  3.09770310e-03 
 1.17900000e+00  1.17900000e+00  3.07539938e-03 
 1.18000000e+00  1.18000000e+00  3.05366570e-03 
 1.18100000e+00  1.18100000e+00  3.03249089e-03 
 1.18200000e+00  1.18200000e+00  3.01186389e-03 
 1.18300000e+00  1.18300000e+00  2.99177373e-03 
 1.18400000e+00  1.18400000e+00  2.97220951e-03 
 1.18500000e+00  1.18500000e+00  2.95316047e-03 
 1.18600000e+00  1.18600000e+00  2.93461593e-03 
 1.18700000e+00  1.18700000e+00  2.91656534e-03 
 1.18800000e+00  1.18800000e+00  2.89899824e-03 
 1.18900000e+00  1.18900000e+00  2.88190430e-03 
 1.19000000e+00  1.19000000e+00  2.86527330e-03 
 1.19100000e+00  1.19100000e+00  2.84909514e-03 
 1.19200000e+00  1.19200000e+00  2.83335985e-03 
 1.19300000e+00  1.19300000e+00  2.81805759e-03 
 1.19400000e+00  1.19400000e+00  2.80317862e-03 
 1.19500000e+00  1.19500000e+00  2.78871335e-03 
 1.19600000e+00  1.19600000e+00  2.77465234e-03 
 1.19700000e+00  1.19700000e+00  2.76098624e-03 
 1.19800000e+00  1.19800000e+00  2.74770588e-03 
 1.19900000e+00  1.19900000e+00  2.73480219e-03 
 1.20000000e+00  1.20000000e+00  2.72226626e-03 
 1.20100000e+00  1.20100000e+00  2.71008931e-03 
 1.20200000e+00  1.20200000e+00  2.69826272e-03 
 1.20300000e+00  1.20300000e+00  2.68677798e-03 
 1.20400000e+00  1.20400000e+00  2.67562674e-03 
 1.20500000e+00  1.20500000e+00  2.66480081e-03 
 1.20600000e+00  1.20600000e+00  2.65429211e-03 
 1.20700000e+00  1.20700000e+00  2.64409272e-03 
 1.20800000e+00  1.20800000e+00  2.63419487e-03 
 1.20900000e+00  1.20900000e+00  2.62459092e-03 
 1.21000000e+00  1.21000000e+00  2.61527339e-03 
 1.21100000e+00  1.21100000e+00  2.60623493e-03 
 1.21200000e+00  1.21200000e+00  2.59746834e-03 
 1.21300000e+00  1.21300000e+00  2.58896656e-03 
 1.21400000e+00  1.21400000e+00  2.58072268e-03 
 1.21500000e+00  1.21500000e+00  2.57272992e-03 
 1.21600000e+00  1.21600000e+00  2.56498165e-03 
 1.21700000e+00  1.21700000e+00  2.55747138e-03 
 1.21800000e+00  1.21800000e+00  2.55019275e-03 
 1.21900000e+00  1.21900000e+00  2.54313954e-03 
 1.22000000e+00  1.22000000e+00  2.53630568e-03 
 1.22100000e+00  1.22100000e+00  2.52968521e-03 
 1.22200000e+00  1.22200000e+00  2.52327234e-03 
 1.22300000e+00  1.22300000e+00  2.51706137e-03 
 1.22400000e+00  1.22400000e+00  2.51104676e-03 
 1.22500000e+00  1.22500000e+00  2.50522309e-03 
 1.22600000e+00  1.22600000e+00  2.49958507e-03 
 1.22700000e+00  1.22700000e+00  2.49412753e-03 
 1.22800000e+00  1.22800000e+00  2.48884543e-03 
 1.22900000e+00  1.22900000e+00  2.48373386e-03 
 1.23000000e+00  1.23000000e+00  2.47878801e-03 
 1.23100000e+00  1.23100000e+00  2.47400320e-03 
 1.23200000e+00  1.23200000e+00  2.46937487e-03 
 1.23300000e+00  1.23300000e+00  2.46489856e-03 
 1.23400000e+00  1.23400000e+00  2.46056995e-03 
 1.23500000e+00  1.23500000e+00  2.45638481e-03 
 1.23600000e+00  1.23600000e+00  2.45233901e-03 
 1.23700000e+00  1.23700000e+00  2.44842856e-03 
 1.23800000e+00  1.23800000e+00  2.44464954e-03 
 1.23900000e+00  1.23900000e+00  2.44099814e-03 
 1.24000000e+00  1.24000000e+00  2.43747067e-03 
 1.24100000e+00  1.24100000e+00  2.43406353e-03 
 1.24200000e+00  1.24200000e+00  2.43077320e-03 
 1.24300000e+00  1.24300000e+00  2.42759627e-03 
 1.24400000e+00  1.24400000e+00  2.42452943e-03 
 1.24500000e+00  1.24500000e+00  2.42156943e-03 
 1.24600000e+00  1.24600000e+00  2.41871315e-03 
 1.24700000e+00  1.24700000e+00  2.41595752e-03 
 1.24800000e+00  1.24800000e+00  2.41329958e-03 
 1.24900000e+00  1.24900000e+00  2.41073643e-03 
 1.25000000e+00  1.25000000e+00  2.40826528e-03 
 1.25100000e+00  1.25100000e+00  2.40588338e-03 
 1.25200000e+00  1.25200000e+00  2.40358810e-03 
 1.25300000e+00  1.25300000e+00  2.40137685e-03 
 1.25400000e+00  1.25400000e+00  2.39924714e-03 
 1.25500000e+00  1.25500000e+00  2.39719652e-03 
 1.25600000e+00  1.25600000e+00  2.39522265e-03 
 1.25700000e+00  1.25700000e+00  2.39332322e-03 
 1.25800000e+00  1.25800000e+00  2.39149601e-03 
 1.25900000e+00  1.25900000e+00  2.38973885e-03 
 1.26000000e+00  1.26000000e+00  2.38804965e-03 
 1.26100000e+00  1.26100000e+00  2.38642636e-03 
 1.26200000e+00  1.26200000e+00  2.38486701e-03 
 1.26300000e+00  1.26300000e+00  2.38336967e-03 
 1.26400000e+00  1.26400000e+00  2.38193249e-03 
 1.26500000e+00  1.26500000e+00  2.38055365e-03 
 1.26600000e+00  1.26600000e+00  2.37923139e-03 
 1.26700000e+00  1.26700000e+00  2.37796402e-03 
 1.26800000e+00  1.26800000e+00  2.37674987e-03 
 1.26900000e+00  1.26900000e+00  2.37558734e-03 
 1.27000000e+00  1.27000000e+00  2.37447489e-03 
 1.27100000e+00  1.27100000e+00  2.37341099e-03 
 1.27200000e+00  1.27200000e+00  2.37239419e-03 
 1.27300000e+00  1.27300000e+00  2.37142306e-03 
 1.27400000e+00  1.27400000e+00  2.37049623e-03 
 1.27500000e+00  1.27500000e+00  2.36961236e-03 
 1.27600000e+00  1.27600000e+00  2.36877015e-03 
 1.27700000e+00  1.27700000e+00  2.36796836e-03 
 1.27800000e+00  1.27800000e+00  2.36720575e-03 
 1.27900000e+00  1.27900000e+00  2.36648116e-03 
 1.28000000e+00  1.28000000e+00  2.36579343e-03 
 1.28100000e+00  1.28100000e+00  2.36514146e-03 
 1.28200000e+00  1.28200000e+00  2.36452417e-03 
 1.28300000e+00  1.28300000e+00  2.36394051e-03 
 1.28400000e+00  1.28400000e+00  2.36338948e-03 
 1.28500000e+00  1.28500000e+00  2.36287009e-03 
 1.28600000e+00  1.28600000e+00  2.36238139e-03 
 1.28700000e+00  1.28700000e+00  2.36192247e-03 
 1.28800000e+00  1.28800000e+00  2.36149243e-03 
 1.28900000e+00  1.28900000e+00  2.36109041e-03 
 1.29000000e+00  1.29000000e+00  2.36071556e-03 
 1.29100000e+00  1.29100000e+00  2.36036708e-03 
 1.29200000e+00  1.29200000e+00  2.36004417e-03 
 1.29300000e+00  1.29300000e+00  2.35974608e-03 
 1.29400000e+00  1.29400000e+00  2.35947207e-03 
 1.29500000e+00  1.29500000e+00  2.35922141e-03 
 1.29600000e+00  1.29600000e+00  2.35899342e-03 
 1.29700000e+00  1.29700000e+00  2.35878742e-03 
 1.29800000e+00  1.29800000e+00  2.35860276e-03 
 1.29900000e+00  1.29900000e+00  2.35843880e-03 
 1.30000000e+00  1.30000000e+00  2.35829494e-03 
 1.30100000e+00  1.30100000e+00  2.35817059e-03 
 1.30200000e+00  1.30200000e+00  2.35806517e-03 
 1.30300000e+00  1.30300000e+00  2.35797812e-03 
 1.30400000e+00  1.30400000e+00  2.35790890e-03 
 1.30500000e+00  1.30500000e+00  2.35785699e-03 
 1.30600000e+00  1.30600000e+00  2.35782189e-03 
 1.30700000e+00  1.30700000e+00  2.35780311e-03 
 1.30800000e+00  1.30800000e+00  2.35780016e-03 
 1.30900000e+00  1.30900000e+00  2.35781260e-03 
 1.31000000e+00  1.31000000e+00  2.35783997e-03 
 1.31100000e+00  1.31100000e+00  2.35788184e-03 
 1.31200000e+00  1.31200000e+00  2.35793780e-03 
 1.31300000e+00  1.31300000e+00  2.35800744e-03 
 1.31400000e+00  1.31400000e+00  2.35809037e-03 
 1.31500000e+00  1.31500000e+00  2.35818620e-03 
 1.31600000e+00  1.31600000e+00  2.35829458e-03 
 1.31700000e+00  1.31700000e+00  2.35841514e-03 
 1.31800000e+00  1.31800000e+00  2.35854753e-03 
 1.31900000e+00  1.31900000e+00  2.35869143e-03 
 1.32000000e+00  1.32000000e+00  2.35884651e-03 
 1.32100000e+00  1.32100000e+00  2.35901246e-03 
 1.32200000e+00  1.32200000e+00  2.35918896e-03 
 1.32300000e+00  1.32300000e+00  2.35937573e-03 
 1.32400000e+00  1.32400000e+00  2.35957248e-03 
 1.32500000e+00  1.32500000e+00  2.35977894e-03 
 1.32600000e+00  1.32600000e+00  2.35999483e-03 
 1.32700000e+00  1.32700000e+00  2.36021990e-03 
 1.32800000e+00  1.32800000e+00  2.36045390e-03 
 1.32900000e+00  1.32900000e+00  2.36069658e-03 
 1.33000000e+00  1.33000000e+00  2.36094771e-03 
 1.33100000e+00  1.33100000e+00  2.36120706e-03 
 1.33200000e+00  1.33200000e+00  2.36147441e-03 
 1.33300000e+00  1.33300000e+00  2.36174954e-03 
 1.33400000e+00  1.33400000e+00  2.36203225e-03 
 1.33500000e+00  1.33500000e+00  2.36232233e-03 
 1.33600000e+00  1.33600000e+00  2.36261960e-03 
 1.33700000e+00  1.33700000e+00  2.36292386e-03 
 1.33800000e+00  1.33800000e+00  2.36323493e-03 
 1.33900000e+00  1.33900000e+00  2.36355263e-03 
 1.34000000e+00  1.34000000e+00  2.36387680e-03 
 1.34100000e+00  1.34100000e+00  2.36420726e-03 
 1.34200000e+00  1.34200000e+00  2.36454385e-03 
 1.34300000e+00  1.34300000e+00  2.36488643e-03 
 1.34400000e+00  1.34400000e+00  2.36523483e-03 
 1.34500000e+00  1.34500000e+00  2.36558892e-03 
 1.34600000e+00  1.34600000e+00  2.36594855e-03 
 1.34700000e+00  1.34700000e+00  2.36631358e-03 
 1.34800000e+00  1.34800000e+00  2.36668388e-03 
 1.34900000e+00  1.34900000e+00  2.36705932e-03 
 1.35000000e+00  1.35000000e+00  2.36743978e-03 
 1.35100000e+00  1.35100000e+00  2.36782514e-03 
 1.35200000e+00  1.35200000e+00  2.36821528e-03 
 1.35300000e+00  1.35300000e+00  2.36861008e-03 
 1.35400000e+00  1.35400000e+00  2.36900944e-03 
 1.35500000e+00  1.35500000e+00  2.36941326e-03 
 1.35600000e+00  1.35600000e+00  2.36982141e-03 
 1.35700000e+00  1.35700000e+00  2.37023382e-03 
 1.35800000e+00  1.35800000e+00  2.37065037e-03 
 1.35900000e+00  1.35900000e+00  2.37107098e-03 
 1.36000000e+00  1.36000000e+00  2.37149556e-03 
 1.36100000e+00  1.36100000e+00  2.37192401e-03 
 1.36200000e+00  1.36200000e+00  2.37235626e-03 
 1.36300000e+00  1.36300000e+00  2.37279221e-03 
 1.36400000e+00  1.36400000e+00  2.37323179e-03 
 1.36500000e+00  1.36500000e+00  2.37367493e-03 
 1.36600000e+00  1.36600000e+00  2.37412154e-03 
 1.36700000e+00  1.36700000e+00  2.37457156e-03 
 1.36800000e+00  1.36800000e+00  2.37502491e-03 
 1.36900000e+00  1.36900000e+00  2.37548152e-03 
 1.37000000e+00  1.37000000e+00  2.37594133e-03 
 1.37100000e+00  1.37100000e+00  2.37640427e-03 
 1.37200000e+00  1.37200000e+00  2.37687029e-03 
 1.37300000e+00  1.37300000e+00  2.37733931e-03 
 1.37400000e+00  1.37400000e+00  2.37781129e-03 
 1.37500000e+00  1.37500000e+00  2.37828617e-03 
 1.37600000e+00  1.37600000e+00  2.37876388e-03 
 1.37700000e+00  1.37700000e+00  2.37924438e-03 
 1.37800000e+00  1.37800000e+00  2.37972762e-03 
 1.37900000e+00  1.37900000e+00  2.38021354e-03 
 1.38000000e+00  1.38000000e+00  2.38070210e-03 
 1.38100000e+00  1.38100000e+00  2.38119324e-03 
 1.38200000e+00  1.38200000e+00  2.38168694e-03 
 1.38300000e+00  1.38300000e+00  2.38218313e-03 
 1.38400000e+00  1.38400000e+00  2.38268177e-03 
 1.38500000e+00  1.38500000e+00  2.38318284e-03 
 1.38600000e+00  1.38600000e+00  2.38368627e-03 
 1.38700000e+00  1.38700000e+00  2.38419204e-03 
 1.38800000e+00  1.38800000e+00  2.38470011e-03 
 1.38900000e+00  1.38900000e+00  2.38521044e-03 
 1.39000000e+00  1.39000000e+00  2.38572300e-03 
 1.39100000e+00  1.39100000e+00  2.38623774e-03 
 1.39200000e+00  1.39200000e+00  2.38675464e-03 
 1.39300000e+00  1.39300000e+00  2.38727366e-03 
 1.39400000e+00  1.39400000e+00  2.38779478e-03 
 1.39500000e+00  1.39500000e+00  2.38831796e-03 
 1.39600000e+00  1.39600000e+00  2.38884317e-03 
 1.39700000e+00  1.39700000e+00  2.38937038e-03 
 1.39800000e+00  1.39800000e+00  2.38989956e-03 
 1.39900000e+00  1.39900000e+00  2.39043070e-03 
 1.40000000e+00  1.40000000e+00  2.39096375e-03 
 1.40100000e+00  1.40100000e+00  2.39149870e-03 
 1.40200000e+00  1.40200000e+00  2.39203552e-03 
 1.40300000e+00  1.40300000e+00  2.39257419e-03 
 1.40400000e+00  1.40400000e+00  2.39311468e-03 
 1.40500000e+00  1.40500000e+00  2.39365697e-03 
 1.40600000e+00  1.40600000e+00  2.39420104e-03 
 1.40700000e+00  1.40700000e+00  2.39474687e-03 
 1.40800000e+00  1.40800000e+00  2.39529443e-03 
 1.40900000e+00  1.40900000e+00  2.39584371e-03 
 1.41000000e+00  1.41000000e+00  2.39639468e-03 
 1.41100000e+00  1.41100000e+00  2.39694733e-03 
 1.41200000e+00  1.41200000e+00  2.39750164e-03 
 1.41300000e+00  1.41300000e+00  2.39805759e-03 
 1.41400000e+00  1.41400000e+00  2.39861516e-03 
 1.41500000e+00  1.41500000e+00  2.39917434e-03 
 1.41600000e+00  1.41600000e+00  2.39973511e-03 
 1.41700000e+00  1.41700000e+00  2.40029745e-03 
 1.41800000e+00  1.41800000e+00  2.40086135e-03 
 1.41900000e+00  1.41900000e+00  2.40142679e-03 
 1.42000000e+00  1.42000000e+00  2.40199376e-03 
 1.42100000e+00  1.42100000e+00  2.40256224e-03 
 1.42200000e+00  1.42200000e+00  2.40313223e-03 
 1.42300000e+00  1.42300000e+00  2.40370370e-03 
 1.42400000e+00  1.42400000e+00  2.40427664e-03 
 1.42500000e+00  1.42500000e+00  2.40485105e-03 
 1.42600000e+00  1.42600000e+00  2.40542690e-03 
 1.42700000e+00  1.42700000e+00  2.40600419e-03 
 1.42800000e+00  1.42800000e+00  2.40658290e-03 
 1.42900000e+00  1.42900000e+00  2.40716303e-03 
 1.43000000e+00  1.43000000e+00  2.40774456e-03 
 1.43100000e+00  1.43100000e+00  2.40832747e-03 
 1.43200000e+00  1.43200000e+00  2.40891177e-03 
 1.43300000e+00  1.43300000e+00  2.40949744e-03 
 1.43400000e+00  1.43400000e+00  2.41008447e-03 
 1.43500000e+00  1.43500000e+00  2.41067285e-03 
 1.43600000e+00  1.43600000e+00  2.41126257e-03 
 1.43700000e+00  1.43700000e+00  2.41185362e-03 
 1.43800000e+00  1.43800000e+00  2.41244600e-03 
 1.43900000e+00  1.43900000e+00  2.41303969e-03 
 1.44000000e+00  1.44000000e+00  2.41363468e-03 
 1.44100000e+00  1.44100000e+00  2.41423097e-03 
 1.44200000e+00  1.44200000e+00  2.41482855e-03 
 1.44300000e+00  1.44300000e+00  2.41542742e-03 
